[0.73717541, 0.72713554, 0.71736193, 0.70785087, 0.69858545, 0.68956375, 0.68076926, 0.67219633, 0.66383547, 0.65568262, 0.64772588, 0.63996005, 0.63237762, 0.6249736, 0.61774188, 0.61067516, 0.6037674, 0.59701413, 0.59041232, 0.58395088, 0.57763219, 0.57144672, 0.5653944, 0.5594697, 0.553666, 0.54798192, 0.54241365, 0.53695852, 0.53161019, 0.52636749, 0.52122802, 0.5161854, 0.51124269, 0.50639492, 0.50163585, 0.49696463, 0.49238038, 0.48787963, 0.48346028, 0.47912157, 0.47486141, 0.47067246, 0.46655667, 0.46251479, 0.4585408, 0.45463675, 0.45079675, 0.44702289, 0.44330794, 0.43965667, 0.43606731, 0.43253264, 0.42905617, 0.42563745, 0.42226934, 0.41895682, 0.41569266, 0.41247919, 0.40931737, 0.40620145, 0.40313503, 0.40011379, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73710734, 0.72706556, 0.71729565, 0.70778435, 0.69852304, 0.68950027, 0.68070757, 0.67213523, 0.66377783, 0.65562594, 0.64767033, 0.63990718, 0.63232481, 0.62492377, 0.61769247, 0.61062622, 0.60371917, 0.59696805, 0.59036583, 0.58390814, 0.57758796, 0.57140517, 0.56535417, 0.55942702, 0.55362624, 0.54794252, 0.54237473, 0.53692025, 0.53157389, 0.52633059, 0.52119327, 0.51615161, 0.51121122, 0.50635922, 0.50160265, 0.496934, 0.49234974, 0.48785037, 0.48343247, 0.4790926, 0.47483271, 0.47064275, 0.46653003, 0.46248993, 0.45851645, 0.45461029, 0.45077091, 0.44699639, 0.44328618, 0.43963301, 0.43604314, 0.4325107, 0.42903516, 0.42561206, 0.42224503, 0.4189322, 0.41566917, 0.41245687, 0.40929493, 0.40618157, 0.40311244, 0.4000912, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73703516, 0.72699821, 0.71722782, 0.70771909, 0.69845784, 0.6894353, 0.68064708, 0.67207539, 0.66371876, 0.65556782, 0.64761472, 0.63985288, 0.63227463, 0.62487251, 0.61764163, 0.61057729, 0.60367221, 0.59692061, 0.59032065, 0.58386266, 0.57754499, 0.57136351, 0.56531256, 0.55938691, 0.55358642, 0.54790449, 0.54233712, 0.53688186, 0.53153616, 0.52629632, 0.52115715, 0.51611775, 0.51117569, 0.50632882, 0.50156939, 0.49689931, 0.49231771, 0.48781705, 0.48340061, 0.47906095, 0.4748013, 0.47061566, 0.46650067, 0.46245965, 0.45848802, 0.45458511, 0.45074233, 0.44696984, 0.443259, 0.43960932, 0.4360176, 0.43248335, 0.42900875, 0.42558667, 0.42222062, 0.41890889, 0.41564697, 0.41243318, 0.40927109, 0.40616032, 0.40309381, 0.40007123, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73696285, 0.72692662, 0.71716124, 0.70765239, 0.69839382, 0.68937558, 0.68058509, 0.67201805, 0.66366225, 0.65551233, 0.64755899, 0.63979977, 0.63222033, 0.62481982, 0.61759198, 0.61052686, 0.60362381, 0.59687304, 0.59027535, 0.58381706, 0.57750332, 0.57132173, 0.5652709, 0.55934674, 0.55354655, 0.54786497, 0.54229808, 0.5368461, 0.53150105, 0.52626061, 0.52112234, 0.51608384, 0.51114011, 0.506293, 0.50153744, 0.49686992, 0.49228561, 0.48778769, 0.48337004, 0.47903323, 0.47477251, 0.47058719, 0.46647391, 0.46243203, 0.45846087, 0.45455855, 0.45071906, 0.44694456, 0.44323313, 0.43958423, 0.435992, 0.43245998, 0.428985, 0.42556655, 0.42219886, 0.41888553, 0.41562474, 0.41241345, 0.4092499, 0.4061377, 0.40307117, 0.40005124, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73689312, 0.72685897, 0.7170946, 0.70758688, 0.69833106, 0.68931437, 0.68052572, 0.67195797, 0.66360563, 0.65545666, 0.64750582, 0.63974392, 0.63216728, 0.62476969, 0.61753958, 0.61047906, 0.60357404, 0.59682673, 0.59022731, 0.58377546, 0.57745886, 0.57127857, 0.56522781, 0.55930787, 0.55350655, 0.5478254, 0.54226166, 0.53680623, 0.53146321, 0.52622217, 0.52108741, 0.51604849, 0.51110584, 0.50626111, 0.50150269, 0.49683511, 0.49225479, 0.4877556, 0.4833394, 0.47900277, 0.47474098, 0.47055599, 0.46644443, 0.462403, 0.45843238, 0.45452926, 0.45069173, 0.44691658, 0.44320586, 0.43955776, 0.43596905, 0.4324339, 0.42895985, 0.4255397, 0.42217708, 0.41886213, 0.41559979, 0.41238967, 0.40922865, 0.40611503, 0.40304846, 0.4000285, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73682189, 0.72678983, 0.71702647, 0.70752263, 0.69826686, 0.68925178, 0.68046486, 0.67189908, 0.66354626, 0.65539962, 0.64744991, 0.63969064, 0.63211548, 0.62471682, 0.61748981, 0.61042982, 0.60352814, 0.59678036, 0.59018189, 0.58372706, 0.57741696, 0.5712353, 0.56518734, 0.55926484, 0.55346519, 0.54778707, 0.54222119, 0.53677166, 0.53142661, 0.52618772, 0.52105111, 0.51601315, 0.51107413, 0.50622779, 0.50146925, 0.49680293, 0.49222392, 0.48772478, 0.48331004, 0.47897363, 0.4747121, 0.47052741, 0.46641627, 0.46237794, 0.45840514, 0.45450258, 0.45066571, 0.4468939, 0.44318125, 0.43953392, 0.43594471, 0.43241447, 0.42893732, 0.42551818, 0.42215389, 0.41883868, 0.41557881, 0.41236717, 0.40920737, 0.40609366, 0.40302703, 0.40000844, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73675191, 0.72672057, 0.71696085, 0.7074582, 0.69820386, 0.68918902, 0.68040258, 0.6718415, 0.66348809, 0.65534377, 0.64739388, 0.63963729, 0.63206357, 0.62466782, 0.61743993, 0.61038184, 0.6034795, 0.59673387, 0.59013635, 0.5836826, 0.577371, 0.57119203, 0.56514406, 0.55922443, 0.55342644, 0.54774868, 0.54218328, 0.53673297, 0.53138864, 0.52614915, 0.52101475, 0.51597768, 0.51104105, 0.50619316, 0.50143844, 0.49677199, 0.4921903, 0.48769256, 0.48327798, 0.47894174, 0.47468448, 0.4704988, 0.46638802, 0.46234882, 0.45837921, 0.45447454, 0.45063692, 0.4468658, 0.44315657, 0.43950602, 0.43591899, 0.43238828, 0.42891207, 0.42549258, 0.42212802, 0.41881788, 0.41555512, 0.41234463, 0.40918472, 0.40607226, 0.40300557, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.73668045, 0.72664988, 0.71689248, 0.70739239, 0.69813943, 0.68912619, 0.68034422, 0.67178106, 0.66343254, 0.65528786, 0.64734179, 0.63958246, 0.6320129, 0.62461609, 0.61739129, 0.61033374, 0.60343212, 0.59668726, 0.59008938, 0.58363938, 0.57732499, 0.57114995, 0.5651021, 0.55918133, 0.5533849, 0.54770625, 0.54214531, 0.5366956, 0.53135192, 0.52611583, 0.52097958, 0.51594484, 0.51100653, 0.50615841, 0.50140619, 0.49673834, 0.492158, 0.48766032, 0.48324716, 0.47890979, 0.47465146, 0.47047013, 0.46635973, 0.46232095, 0.45835185, 0.45445046, 0.45061213, 0.44684169, 0.44313183, 0.43948209, 0.43589455, 0.43236339, 0.42888948, 0.42546964, 0.42210475, 0.4187957, 0.41553408, 0.41232342, 0.40916336, 0.40605217, 0.40298542, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.7366088, 0.72658306, 0.71682394, 0.70732641, 0.69807488, 0.68906593, 0.68028307, 0.67172319, 0.66337419, 0.65523314, 0.64728421, 0.63952893, 0.63196081, 0.62456429, 0.61734122, 0.6102829, 0.60338467, 0.59664065, 0.59004635, 0.58359343, 0.57728291, 0.57110649, 0.56506139, 0.55914211, 0.55334604, 0.54766905, 0.54210728, 0.53665411, 0.53131378, 0.52607852, 0.52094579, 0.51591063, 0.51097202, 0.50612497, 0.50137126, 0.49670732, 0.49212694, 0.48763201, 0.48321632, 0.47888181, 0.47462374, 0.47044271, 0.46633273, 0.46229175, 0.45832315, 0.45442232, 0.45058462, 0.44681349, 0.44310442, 0.43945676, 0.4358674, 0.43233714, 0.42886415, 0.42544663, 0.42208144, 0.41877079, 0.41551164, 0.41230214, 0.40914062, 0.40602934, 0.40296525, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
 0.7365371, 0.72651213, 0.71675932, 0.70726031, 0.69801289, 0.68900287, 0.68022311, 0.67166257, 0.66331571, 0.65517569, 0.64722925, 0.6394766, 0.63190591, 0.62451506, 0.6172924, 0.61023599, 0.60333711, 0.59659523, 0.59000057, 0.58355141, 0.57723802, 0.5710656, 0.56501794, 0.55910015, 0.55330569, 0.54762912, 0.54206914, 0.53661662, 0.53127694, 0.52604109, 0.52090657, 0.5158723, 0.51093602, 0.50609142, 0.50134158, 0.49667355, 0.49209452, 0.4875983, 0.48318675, 0.47884977, 0.47459328, 0.47041127, 0.46630165, 0.46226245, 0.45829305, 0.4543941, 0.45055839, 0.44678527, 0.44307825, 0.43943274, 0.43584555, 0.43231484, 0.42884147, 0.42542359, 0.42206076, 0.41874719, 0.41548914, 0.41228083, 0.40911919, 0.40600783, 0.40294367, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan;
